Company,Address Line 1,City,State,ZipCode,Employee Size (5) - Location,Sales Volume (9) - Location,Latitude,Longitude,Sector Code
NORTHWESTERN MUTUAL FNCL NTWRK,800 W 78TH ST,RICHFIELD,MN,55423,2,372,44.86299,-93.29041,23
LAKEWINDS FOOD CO-OP,6420 LYNDALE AVE S,RICHFIELD,MN,55423,3,715,44.886137,-93.287598,11
RICHFIELD BLOOMINGTON CU,345 E 77TH ST,MINNEAPOLIS,MN,55423,30,40500,44.863402,-93.271227,20
WEST METRO CREDIT UNION,5701 NORMANDALE RD,MINNEAPOLIS,MN,55424,5,1365,44.898331,-93.346915,20
FARMBOY CO-OP FEED,60 E BROADWAY,BLOOMINGTON,MN,55425,5,10017,44.852897,-93.239421,10
FARM CREDIT ADMINISTRATION,7900 INTERNATIONAL DR # 200,MINNEAPOLIS,MN,55425,39,27963,44.8596,-93.22649,21
US FEDERAL CREDIT UNION,2772 E 82ND ST,MINNEAPOLIS,MN,55425,6,1638,44.8553,-93.232857,20
SHARE POINT CREDIT UNION,3670 AQUILA AVE S,ST LOUIS PARK,MN,55426,14,69571,44.93652,-93.38841,20
GENERAL MILLS FCU,1 GENERAL MILLS BLVD,MINNEAPOLIS,MN,55426,6,1638,44.976993,-93.395589,20
NORTH AMERICAN BISON CO-OP,6801 WAYZATA BLVD # 3,MINNEAPOLIS,MN,55426,3,1322,44.970474,-93.365957,10
FARM CREDIT LEASING SVC CORP,600 HIGHWAY 169 S # 300,ST LOUIS PARK,MN,55426,123,33625,44.975061,-93.402714,21
GENERAL MILLS FCU,9000 PLYMOUTH AVE N,MINNEAPOLIS,MN,55427,6,1638,44.994083,-93.392839,20
TRU STONE FINANCIAL FEDERAL CU,6500 HIGHWAY 55,MINNEAPOLIS,MN,55427,50,13650,44.984721,-93.363186,20
AFRICAN REFUGEE CMNTY CO-OP,7000 57TH AVE N # 108,MINNEAPOLIS,MN,55428,2,,45.05627,-93.36893,33
SOURCEONE FEDERAL CU,3200 NORTHWAY DR,BROOKLYN CENTER,MN,55429,15,4095,45.06086,-93.32242,20
ELECTRUS FEDERAL CREDIT UNION,7100 BROOKLYN BLVD,BROOKLYN CENTER,MN,55429,7,1911,45.08366,-93.34004,20
SOO LINE CREDIT UNION,3200 NORTHWAY DR,MINNEAPOLIS,MN,55429,5,1365,45.06086,-93.32242,20
ENDURA FINANCIAL FEDERAL CU,5825 XERXES AVE N,MINNEAPOLIS,MN,55430,60,16380,45.06125,-93.32026,20
WINGS FINANCIAL CREDIT UNION,6160 SUMMIT DR N,BROOKLYN CENTER,MN,55430,6,1638,45.066296,-93.305169,20
US FEDERAL CREDIT UNION,,MINNEAPOLIS,MN,55430,6,1638,45.0647,-93.3026,20
WINGS FINANCIAL FED CU,6160 SUMMIT DR N,BROOKLYN CENTER,MN,55430,6,1638,45.066296,-93.305169,20
STATE FUND MUTUAL INSURANCE CO,3500 AMERICAN BLVD W # 700,BLOOMINGTON,MN,55431,,,44.857747,-93.324112,22
STAR CHOICE CREDIT UNION,10750 FRANCE AVE S,BLOOMINGTON,MN,55431,6,1638,44.80875,-93.330178,20
AMICA MUTUAL INSURANCE CO,3600 AMERICAN BLVD W # 100,BLOOMINGTON,MN,55431,800,148800,44.856923,-93.326146,22
ASSOCIATED HEALTHCARE CU,550 OSBORNE RD NE,FRIDLEY,MN,55432,6,1638,45.10656,-93.25703,20
US FEDERAL CREDIT UNION,6303 CENTRAL AVE NE,FRIDLEY,MN,55432,6,1638,45.083291,-93.236897,20
FINANCIAL ONE CREDIT UNION,11465 ROBINSON DR NW # 100,MINNEAPOLIS,MN,55433,6,1638,45.17884,-93.31073,20
UNITED EDUCATORS CREDIT UNION,11599 ROBINSON DR NW,MINNEAPOLIS,MN,55433,5,1365,45.18034,-93.31582,20
FINANCIAL ONE,11465 ROBINSON DR NW # 100,COON RAPIDS,MN,55433,6,1638,45.17884,-93.31073,20
ROYAL CREDIT UNION,3185 NORTHDALE BLVD NW,MINNEAPOLIS,MN,55433,20,9000,45.196627,-93.346524,20
ROYAL CREDIT UNION,4450 W 76TH ST,MINNEAPOLIS,MN,55435,13,3549,44.86619,-93.33372,20
WINGS FINANCIAL FED CU,7300 FRANCE AVE S,MINNEAPOLIS,MN,55435,6,1638,44.87045,-93.3297,20
RCU ROYAL CREDIT UNION,4450 W 76TH ST,MINNEAPOLIS,MN,55435,6,1638,44.86619,-93.33372,20
TOP LINE FEDERAL CREDIT UNION,5221 VIKING DR,MINNEAPOLIS,MN,55435,4,1092,44.861444,-93.346699,20
REAL FINANCIAL CTR,5750 LINCOLN DR,MINNEAPOLIS,MN,55436,2,546,44.90031,-93.39986,20
STUDENT COOPERATIVE,6613 PARKWOOD RD,EDINA,MN,55436,2,573,44.902679,-93.394046,12
MOTORIST COMMERCIAL MUTUAL INS,5050 LINCOLN DR # 450,EDINA,MN,55436,,,44.912527,-93.399665,22
NORTHWESTERN MUTUAL FINANCIAL,5201 EDEN AVE # 200,EDINA,MN,55436,50,9300,44.9082,-93.35442,23
RICHFIELD BLOOMINGTON CU,4025 W OLD SHAKOPEE RD # A,MINNEAPOLIS,MN,55437,20,5460,44.809546,-93.331684,20
NORTHWESTERN MUTUAL FINANCIAL,5001 AMERICAN BLVD W # 620,BLOOMINGTON,MN,55437,2,372,44.857511,-93.345774,23
NORTHWESTERN MUTUAL FINANCIAL,5001 AMERICAN BLVD W # 620,BLOOMINGTON,MN,55437,1,186,44.857511,-93.345774,23
WESTERN NATIONAL MUTUAL INS CO,5350 W 78TH ST,EDINA,MN,55439,18,,44.862549,-93.360051,22
NORTHWESTERN MUTUAL FINANCIAL,8000 W 78TH ST # 100,MINNEAPOLIS,MN,55439,5,930,44.861008,-93.388965,23
MIDWEST FAMILY MUTUAL INSUR CO,PO BOX 9425,MINNEAPOLIS,MN,55440,5,930,44.983112,-93.265073,22
MIDWEST FAMILY MUTUAL INS CO,3033 CAMPUS DR # E195,MINNEAPOLIS,MN,55441,100,18600,45.015069,-93.454867,22
WEST FINANCIAL CREDIT UNION,13600 INDUSTRIAL PARK BLVD,PLYMOUTH,MN,55441,8,2184,45.003999,-93.452551,20
BAXTER CREDIT UNION,5905 NATHAN LN N,MINNEAPOLIS,MN,55442,4,1092,45.059994,-93.410654,20
TOP LINE FEDERAL CREDIT UNION,4190 VINEWOOD LN N # 138,PLYMOUTH,MN,55442,6,1638,45.030366,-93.44748,20
TOPLINE FEDERAL CREDIT UNION,4190 VINEWOOD LN N # 138,PLYMOUTH,MN,55442,3,2295,45.030366,-93.44748,20
US FEDERAL CREDIT UNION,9334 ZANE AVE N,BROOKLYN PARK,MN,55443,5,1365,45.12419,-93.35547,20
TOP LINE FEDERAL CREDIT UNION,9790 SCHREIBER TER N,BROOKLYN PARK,MN,55445,3,819,45.13432,-93.35813,20
CORNERSTONE COOPERATIVE,3790 LAWNDALE LN N,MINNEAPOLIS,MN,55446,3,556,45.025995,-93.501179,33
TRU STONE FINANCIAL FEDERAL CU,14601 27TH AVE N # 104,PLYMOUTH,MN,55447,70,19110,45.00839,-93.465802,20
AFFINITY PLUS FEDERAL CU,13025 RIVERDALE DR NW,COON RAPIDS,MN,55448,8,2184,45.207062,-93.358516,20
ANOKA HENNEPIN CREDIT UNION,3505 NORTHDALE BLVD NW # 100,COON RAPIDS,MN,55448,30,8190,45.20801,-93.35553,20
GROOMERS COOPERATIVE,6417 DEMARCO TRL,MINNEAPOLIS,MN,55449,5,226,45.177961,-93.202568,12
FINANCIAL ONE CREDIT UNION,10210 BALTIMORE ST NE,BLAINE,MN,55449,5,1365,45.15551,-93.23409,20
WINGS FINANCIAL CREDIT UNION,10400 BALTIMORE ST NE,MINNEAPOLIS,MN,55449,6,1638,45.159171,-93.233326,20
WINGS FINANCIAL CREDIT UNION,7500 AIRLINE DR,MINNEAPOLIS,MN,55450,10,2730,44.86667,-93.22456,20
HUB BIKE CO-OP,301 CEDAR AVE S,MINNEAPOLIS,MN,55454,5,837,44.970998,-93.246955,12
STAR CHOICE CREDIT UNION,425 PORTLAND AVE,MINNEAPOLIS,MN,55488,4,1092,44.976031,-93.261872,20
FINLAND COOPERATIVE CO,6648 HIGHWAY 1,FINLAND,MN,55603,5,1192,47.45299,-91.295743,11
NORTH SHORE FED CREDIT UNION,122 E HIGHWAY 61,GRAND MARAIS,MN,55604,18,4914,47.831614,-90.381506,20
COOK COUNTY WHOLE FOODS CO-OP,20 E 1ST ST,GRAND MARAIS,MN,55604,19,4531,47.750202,-90.332103,11
HOMESTEAD COOPERATIVE,219 11TH AVE W,GRAND MARAIS,MN,55604,4,1146,47.752626,-90.349787,10
NORTH SHORE FCU,77 MILE CREEK RD,GRAND PORTAGE,MN,55605,5,1365,47.953753,-89.694157,20
NORTH SHORE FCU,5335 W HIGHWAY 61,LUTSEN,MN,55612,4,1092,47.677984,-90.623244,20
ARROWHEAD ELECTRIC CO-OP,5401 W HIGHWAY 61,LUTSEN,MN,55612,17,2800,47.677984,-90.623244,40
NORTH SHORE FEDERAL CU,85 OUTER DR,SILVER BAY,MN,55614,14,3822,47.293708,-91.268796,20
TWO HARBORS FEDERAL CU,626 2ND AVE,TWO HARBORS,MN,55616,18,4914,47.02064,-91.67148,20
PALO MUTUAL FIRE INSURANCE,216 MAIN ST N,AURORA,MN,55705,4,744,47.529175,-92.23673,22
EMBARRASS VERMILLION FCU,510 W 3RD AVE N,AURORA,MN,55705,4,1092,47.53019,-92.246482,20
BABBITT STEELWORKERS CU,24 COMMERCE RD,BABBITT,MN,55706,7,9140,47.712889,-91.948016,20
NORTH RIDGE COMMUNITY CU,222 MAIN ST S,BIWABIK,MN,55708,3,819,47.533008,-92.345965,20
WINGS FINANCIAL FEDERAL CU,601 IRON DR,CHISHOLM,MN,55719,2,546,47.48116,-92.89222,20
NORTHWOODS CU,1702 AVENUE B,CLOQUET,MN,55720,20,5460,46.722884,-92.445123,20
NORTHWOODS CREDIT UNION,1702 AVENUE B,CLOQUET,MN,55720,6,1638,46.722884,-92.445123,20
ELY AREA CREDIT UNION,2 E CHAPMAN ST,ELY,MN,55731,6,1638,47.90205,-91.86669,20
ELY STEELWORKERS CREDIT UNION,29 E CHAPMAN ST,ELY,MN,55731,2,546,47.90257,-91.86606,20
RANGE COOPERATIVES,1613 E CAMP ST,ELY,MN,55731,5,13686,47.904192,-91.842577,10
EMBARRASS VERMILLION FCU,4880 HIGHWAY 21,EMBARRASS,MN,55732,3,819,47.659433,-92.19781,20
RAM MUTUAL INSURANCE CO,16 E HIGHWAY 61,ESKO,MN,55733,60,11160,46.706882,-92.360803,22
FINLAYSON COOPERATIVE,2217 HIGHWAY 18,FINLAYSON,MN,55735,2,5474,46.207324,-93.02847,10
FLOODWOOD AREA CREDIT UNION,224 W HIGHWAY 2,FLOODWOOD,MN,55736,6,1638,46.927752,-92.916729,20
ITASCA MUTUAL INSURANCE CO,15 NE 5TH ST # 103,GRAND RAPIDS,MN,55744,3,558,47.237196,-93.527868,22
AFFINITY FEDERAL CREDIT UNION,1001 S POKEGAMA AVE,GRAND RAPIDS,MN,55744,5,1365,47.2207,-93.52935,20
AFFINITY PLUS FEDERAL CU,535 E HIGHWAY 2,GRAND RAPIDS,MN,55744,9,2457,47.234522,-93.518614,20
AFFINITY PLUS FEDERAL CU,1200 S POKEGAMA AVE # 160,GRAND RAPIDS,MN,55744,5,1365,47.21959,-93.5281,20
LAKES AREA FEDERAL CREDIT UN,18 NW 4TH ST,GRAND RAPIDS,MN,55744,13,3549,47.235836,-93.5289,20
PAUL BUNYAN TELEPHONE CO-OP,1220 S POKEGAMA AVE # 200,GRAND RAPIDS,MN,55744,13,2574,47.218556,-93.528584,41
MINNESOTA ORE OPERATIONS CU,2540 E BELTLINE # 1,HIBBING,MN,55746,2,546,47.420187,-92.923829,20
CENTRAL HANNA EMPLOYEES CU,301 NE 1ST ST,KEEWATIN,MN,55753,2,546,47.372611,-93.167014,20
FEDERATED CO-OPS,3939 MAIN ST,KETTLE RIVER,MN,55757,9,24636,46.531187,-92.908503,10
MEMBERS CO-OP CREDIT UNION,149 W HIGHWAY 210,MCGREGOR,MN,55760,6,1638,46.618458,-93.317079,20
FEDERATED CO-OPS,243 W HIGHWAY 210,MCGREGOR,MN,55760,3,8212,46.618458,-93.317079,10
MOOSE LAKE CO-OP,720 ARROWHEAD LN,MOOSE LAKE,MN,55767,1,185,46.443015,-92.77248,10
LAKE STATE CU,301 ELM AVE,MOOSE LAKE,MN,55767,45,12285,46.453257,-92.761408,20
MOOSE LAKE CO-OP ASSN,120 ARROWHEAD LN,MOOSE LAKE,MN,55767,15,27982,46.455847,-92.760129,10
MOOSE LAKE CO-OP,580 ARROWHEAD LN,MOOSE LAKE,MN,55767,7,1298,46.443015,-92.77248,10
MOOSE LAKE CO-OP,100 ARROWHEAD LN,MOOSE LAKE,MN,55767,13,7696,46.451428,-92.765625,10
NORTHEAST SERVICE CO-OP,5525 EMERALD AVE,MOUNTAIN IRON,MN,55768,25,,47.51739,-92.59431,32
NASHWAUK FEDERAL CREDIT UNION,401 E PLATT AVE,NASHWAUK,MN,55769,3,819,47.375793,-93.156881,20
EMBARRASS-VERMILLION FED CU,505 MAIN ST,TOWER,MN,55790,3,819,47.805418,-92.274559,20
NATURAL HARVEST CO-OP,505 3RD ST N,VIRGINIA,MN,55792,20,4769,47.525736,-92.538756,11
NORTHERN COMMUNITIES CU,800 S 16TH AVE,VIRGINIA,MN,55792,8,2184,47.517771,-92.560027,20
NORTHLAND SPECIAL EDU CO-OP,1201 S 13TH AVE,VIRGINIA,MN,55792,99,,47.514271,-92.554062,32
NORTH RIDGE COMMUNITY CU,921 17TH ST S,VIRGINIA,MN,55792,13,3549,47.508761,-92.547603,20
VIRGINIA COOPERATIVE CU,307 1ST ST N,VIRGINIA,MN,55792,6,843,47.524343,-92.535417,20
MINNESOTA ORE OPER EMPLOYEES,2540 E BELTLINE,VIRGINIA,MN,55792,6,1638,47.52944,-92.542166,20
FARMERS COOPERATIVE CO,1398 CENTER RD,WRIGHT,MN,55798,5,1192,46.694589,-92.959115,10
DULUTH STEAM CO-OP ASSN,1 LAKE PLACE DR,DULUTH,MN,55802,20,,46.78558,-92.09686,33
NORTHWESTERN MUTUAL FINANCIAL,11 E SUPERIOR ST # 400,DULUTH,MN,55802,13,2418,46.78756,-92.09796,23
DULUTH STEAM CO-OP ASSN PLANT,202 LAKE AVE S,DULUTH,MN,55802,5,9020,46.783776,-92.102241,43
DULUTH POLICE DEPT EMPL CU,411 W 1ST ST # 104,DULUTH,MN,55802,3,819,46.78352,-92.10522,20
LAKE STATE CREDIT UNION,11 E SUPERIOR ST # 160,DULUTH,MN,55802,4,1092,46.78756,-92.09796,20
DTCUA COMMUNITY CREDIT UNION,11 W 2ND ST,DULUTH,MN,55802,26,4822,46.78828,-92.100605,20
DULUTH FIRE DEPT CREDIT UNION,602 W 2ND ST,DULUTH,MN,55802,4,1092,46.78217,-92.10764,20
WHOLE FOODS CO-OP,610 E 4TH ST,DULUTH,MN,55805,110,26232,46.79556,-92.09427,11
CENTRAL DULUTH OFFICE,630 E 4TH ST,DULUTH,MN,55805,12,3276,46.7978,-92.0943,20
MEMBERS CO-OP CREDIT UNION,630 E 4TH ST,DULUTH,MN,55805,12,3276,46.7978,-92.0943,20
FIREFIGHTERS MUTUAL AID,2031 W SUPERIOR ST,DULUTH,MN,55806,6,13927,46.767701,-92.123459,33
NORTHERN PACIFIC FEDERAL CU,202 S 26TH AVE W,DULUTH,MN,55806,2,546,46.761335,-92.128963,20
NORTHERN PACIFIC FEDERAL CU,5721 GRAND AVE,DULUTH,MN,55807,5,1365,46.73856,-92.17026,20
MEMBERS COOPERATIVE CREDIT UN,5322 GRAND AVE,DULUTH,MN,55807,5,1365,46.74194,-92.16425,20
PROCTOR FEDERAL CREDIT UNION,3924 GRAND AVE,DULUTH,MN,55807,19,5187,46.7518,-92.15043,20
MEMBERS CO-OP CREDIT UNION,215 N 40TH AVE W,DULUTH,MN,55807,20,5460,46.75097,-92.15096,20
PROCTOR FEDERAL CREDIT UNION,410 N 2ND AVE,DULUTH,MN,55810,18,4914,46.746046,-92.222175,20
HERMANTOWN FEDERAL CU,4477 LAVAQUE RD,HERMANTOWN,MN,55811,34,9282,46.835134,-92.217229,20
AFFINITY PLUS FEDERAL CU,1301 MILLER TRUNK HWY # 100,DULUTH,MN,55811,6,1638,46.80508,-92.154904,20
DULUTH TEACHERS CREDIT UNION,4431 TRINITY RD,DULUTH,MN,55811,4,1092,46.80133,-92.15557,20
NORTHERN COMMUNITIES CU,3311 W ARROWHEAD RD,DULUTH,MN,55811,50,13650,46.82315,-92.13408,20
DULUTH TEACHERS CREDIT UNION,4433 TRINITY RD,DULUTH,MN,55811,6,1638,46.816552,-92.163406,20
DTCU COMMUNITY CREDIT UNION,1358 W ARROWHEAD RD,DULUTH,MN,55811,7,1911,46.822046,-92.099666,20
AFFINITY PLUS FEDERAL CU,2304 MOUNTAIN SHADOW DR,DULUTH,MN,55811,6,1638,46.805175,-92.166712,20
DULUTH CITY COUNTY EMPL CU,3311 W ARROWHEAD RD,DULUTH,MN,55811,21,5733,46.82315,-92.13408,20
MEMBERS CO-OP CREDIT UNION,1600 MILLER TRUNK HWY # 4,DULUTH,MN,55811,6,1638,46.80633,-92.16144,20
MPECU,4908 MILLER TRUNK HWY,HERMANTOWN,MN,55811,3,819,46.828008,-92.196739,20
MEMBERS COOPERATIVE CU,1600 MILLER TRUNK HWY # 4,DULUTH,MN,55811,7,1911,46.80633,-92.16144,20
SUPERIOR CHOICE CREDIT UNION,4161 HAINES RD,HERMANTOWN,MN,55811,10,2730,46.811666,-92.174966,20
SHARE ADVANTAGE CREDIT UNION,2502 MAPLE GROVE RD,DULUTH,MN,55811,11,3003,46.80725,-92.17118,20
HERMANTOWN FEDERAL CU,2516 LONDON RD,DULUTH,MN,55812,10,2730,46.80776,-92.06273,20
GREENWAY CO-OP,,ROCHESTER,MN,55901,5,965,44.059685,-92.495496,10
GREENWAY COOPERATIVE,545 16TH AVE NW,ROCHESTER,MN,55901,4,2368,44.059685,-92.495496,10
AFFINITY PLUS FEDERAL CU,3482 55TH ST NW,ROCHESTER,MN,55901,16,4368,44.079052,-92.516609,20
THRIVENT FEDERAL CREDIT UNION,5721 BANDEL RD NW # 100,ROCHESTER,MN,55901,15,4095,44.0819,-92.50846,20
GREENWAY CO-OP BULK FUEL SVC,,ROCHESTER,MN,55901,5,2730,44.059685,-92.495496,10
NORTH CENTRAL STATES REGL,6692 10TH AVE SW,ROCHESTER,MN,55902,6,1638,43.92567,-92.47524,20
ALL AMERICAN CO-OP,25 1ST ST SW,ROCHESTER,MN,55902,3,579,43.997925,-92.493432,10
TOWNSHIP COOPERATIVES,4111 11TH AVE SW,ROCHESTER,MN,55902,3,360,43.9621,-92.47976,12
ALTRA FEDERAL CREDIT UNION,,ROCHESTER,MN,55902,6,1638,43.997925,-92.493432,20
NORTHWESTERN MUTUAL FINANCIAL,18 3RD ST SW # 301,ROCHESTER,MN,55902,2,372,44.02022,-92.46393,23
NORTHWESTERN MUTUAL FINANCIAL,201 23RD AVE SW # 200,ROCHESTER,MN,55902,2,372,44.02156,-92.49948,23
NORTHWESTERN MUTUAL FINANCIAL,201 23RD AVE SW # 200,ROCHESTER,MN,55902,2,372,44.02156,-92.49948,23
NORTHWESTERN MUTUAL FINANCIAL,201 23RD AVE SW # 200,ROCHESTER,MN,55902,10,1860,44.02156,-92.49948,23
ALTRA FEDERAL CREDIT UNION,123 16TH AVE SW,ROCHESTER,MN,55902,6,1638,44.02236,-92.48612,20
MAYO EMPLOYEES FEDERAL CU,130 23RD AVE SW,ROCHESTER,MN,55902,101,27573,44.02201,-92.49808,20
I U O E-ROCHESTER,1765 COUNTY 16 RD SW,ROCHESTER,MN,55902,6,1638,43.917111,-92.48764,20
GRINNELL MUTUAL REINSURANCE,1333 WOODLAND DR SW,ROCHESTER,MN,55902,4,744,44.00421,-92.4965,22
GREENWAY COOPERATIVE SVC CO,PO BOX 6878,ROCHESTER,MN,55903,4,10949,44.03673,-92.491169,10
FIRST CREDIT OF ROCHESTER,1245 EASTGATE DR SE,ROCHESTER,MN,55904,6,1638,44.00749,-92.43992,20
SOUTHEAST SERVICE CO-OP,210 WOODLAKE DR SE # A,ROCHESTER,MN,55904,11,2040,43.97346,-92.45886,33
FIRST ALLIANCE CREDIT UNION,501 16TH ST SE,ROCHESTER,MN,55904,20,36781,44.0003,-92.45531,20
THINK FEDERAL CREDIT UNION,W CIRCLE DR,ROCHESTER,MN,55904,6,1638,43.997357,-92.428477,20
ROCHESTER DAIRY CO-OP EMPL CU,406 BROADWAY AVE N,ROCHESTER,MN,55906,1,273,44.027401,-92.462234,20
FIRST ALLIANCE CREDIT UNION,320 ALLIANCE PL NE,ROCHESTER,MN,55906,20,5460,44.06065,-92.45787,20
GREENWAY COOPERATIVE,3610 E RIVER RD NE,ROCHESTER,MN,55906,5,1192,44.062387,-92.438881,10
NORTHERN COUNTRY CO-OP,13 SW COMMERCE ST,ADAMS,MN,55909,6,1158,43.564846,-92.719174,10
FREEBORN COUNTY CO-OP OIL,13 W MAIN ST,ADAMS,MN,55909,4,2368,43.56509,-92.713285,10
NORTHERN COUNTRY CO-OP FEEDS,105 SW COMMERCE ST,ADAMS,MN,55909,11,22039,43.562106,-92.729026,10
ELBA COOPERATIVE CREAMERY,1135 1ST ST SW,ALTURA,MN,55910,6,731,44.099202,-91.969596,10
MOWER COUNTY EMPLOYEES FCU,1202 N MAIN ST,AUSTIN,MN,55912,3,819,43.676767,-92.974502,20
COOPERATIVE SOLUTIONS,301 N MAIN ST,AUSTIN,MN,55912,5,927,43.668365,-92.974991,33
AUSTIN CITY EMPLOYEES CU,711 4TH AVE NE,AUSTIN,MN,55912,3,819,43.670028,-92.966956,20
ACCENTRA CREDIT UNION,400 4TH AVE NE,AUSTIN,MN,55912,35,48655,43.669821,-92.97066,20
MOWER COUNTY CATHOLIC CU,307 1/2 5TH ST NW,AUSTIN,MN,55912,3,819,43.675835,-92.986737,20
FREEBORN COUNTY CO-OP,21604 STATE HIGHWAY 56 # 1,AUSTIN,MN,55912,9,24636,43.668333,-92.868506,10
NORTHERN COUNTRY CO-OP,502 S ML,BROWNSDALE,MN,55918,1,2003,43.740362,-92.865378,10
FIRST ALLIANCE CREDIT UNION,1011 TOMPKINS DR NE,BYRON,MN,55920,5,1365,44.03427,-92.62753,20
FARMERS COOPERATIVE ELEVATOR,15609 STATE 76,CALEDONIA,MN,55921,3,579,43.621782,-91.506575,10
GREENWAY COOPERATIVE,404 MAIN ST S,CHATFIELD,MN,55923,5,1192,43.84415,-92.1867,10
ALL-AMERICAN CO-OP CHATFIELD,25 1ST ST SW,CHATFIELD,MN,55923,4,1995,43.84634,-92.19037,10
GREENWAY COOPERATIVE,135 W FRONT ST,CLAREMONT,MN,55924,12,24043,44.043817,-92.996116,10
TRI COUNTY CREDIT,PO BOX 123,DAKOTA,MN,55925,5,1365,43.912169,-91.444087,20
ALL AMERICAN CO-OP,1 CENTER AVE,ELGIN,MN,55932,3,1496,44.12916,-92.260414,10
HARVEST STATES CO-OP,408 S ADAMS ST,ELKTON,MN,55933,7,14025,43.659282,-92.696099,10
ALL-AMERICAN COOPERATIVE VIOLA,11201 VIOLA RD NE,EYOTA,MN,55934,1,2003,44.06488,-92.2556,10
HARVEST STATES CO-OP,73057 STATE HIGHWAY 16,GRAND MEADOW,MN,55936,3,,43.710379,-92.589008,10
MN FAMILY FARMS CO-OP,20595 720TH AVE,GRAND MEADOW,MN,55936,2,416,43.695725,-92.586125,10
MINNESOTA FAMILY FARMS CO-OP,20595 720TH AVE,GRAND MEADOW,MN,55936,4,832,43.695725,-92.586125,10
HOKAH COOPERATIVE OIL ASSN,113 MAIN ST,HOKAH,MN,55941,15,41060,43.75827,-91.347919,10
ROOT RIVER MARKET CO-OP,119 E CEDAR ST,HOUSTON,MN,55943,16,3815,43.76348,-91.56801,11
MOUND PRAIRIE MUTUAL INS CO,115 E CEDAR ST,HOUSTON,MN,55943,3,558,43.76347,-91.56825,22
CLAREMONT FARMERS MUTUAL FIRE,210 W MAIN ST,KASSON,MN,55944,2,334,44.02924,-92.751436,22
GREENWAY COOPERATIVE,107 8TH AVE SW,KASSON,MN,55944,5,927,44.02861,-92.75963,10
RIVER COUNTRY CO-OP,503 2ND ST,KENYON,MN,55946,12,32848,44.27172,-92.98841,10
ALTRA FEDERAL CREDIT UNION,205 N CHESTNUT ST # 102,LA CRESCENT,MN,55947,5,1365,43.83166,-91.30272,20
ALTRA FEDERAL CREDIT UNION,2715 LOSEY BLVD S,LA CRESCENT,MN,55947,5,1365,43.83474,-91.346398,20
PREBLE FARMERS MUTUAL INS,205 PARKWAY AVE N,LANESBORO,MN,55949,5,930,43.7224,-91.97727,22
NORTHERN COUNTRY CO-OP,53872 270TH ST,LANSING,MN,55950,4,1995,43.746152,-92.969949,10
NORTHERN COUNTRY CO-OP,108 S EVERETT ST,LE ROY,MN,55951,15,2896,43.5076,-92.503,10
OSTRANDER FARMERS CO-OP,525 W MAIN ST,LE ROY,MN,55951,3,6010,43.515,-92.449095,10
FREEBORN COUNTY CO-OP OIL,301 1ST ST,LYLE,MN,55953,9,5328,43.503833,-92.94409,10
NORTHERN COUNTRY CO-OP,416 1ST ST,LYLE,MN,55953,1,498,43.507036,-92.962199,10
MABEL COOPERATIVE TELEPHONE CO,214 N MAIN ST,MABEL,MN,55954,8,2968,43.52231,-91.76946,41
WINNESHIEK COOPERATIVE ASSN,10953 BERRY LN,MABEL,MN,55954,3,556,43.51563,-91.79058,10
PEOPLES ENERGY CO-OP,1775 LAKE SHADY AVE S,ORONOCO,MN,55960,50,9948,44.137157,-92.528805,40
MARINE CREDIT UNION,322 MILL ST,PETERSON,MN,55962,4,1092,43.78648,-91.83335,20
FARM COUNTRY CO-OP,417 N MAIN ST,PINE ISLAND,MN,55963,45,90161,44.20644,-92.646077,10
HIGH PLAINS CO-OP,515 N WABASHA,PLAINVIEW,MN,55964,3,715,44.169575,-92.165112,10
PLAINVIEW MILK PRODUCTS CO-OP,130 2ND ST SW,PLAINVIEW,MN,55964,50,100179,44.16324,-92.16909,10
DAIRYLAND POWER CO-OP,7007 COUNTY ROAD 4 S,PLAINVIEW,MN,55964,15,15285,44.1612,-92.165145,40
HIGH PLAINS CO-OP,240 W BROADWAY,PLAINVIEW,MN,55964,15,41060,44.16528,-92.16962,10
PLAINVIEW MILK PRODUCTS CO-OP,20 9TH ST SW,PLAINVIEW,MN,55964,5,6530,44.16467,-92.1787,10
NORTHERN COUNTRY CO-OP,100 RAILWAY ST SW,ROSE CREEK,MN,55970,5,10017,43.603191,-92.831217,10
TRI-COUNTY ELECTRIC CO-OP,31110 COOPERATIVE WAY,RUSHFORD,MN,55971,52,16000,43.807714,-91.754595,40
TRI-COUNTY ELEC COOP BUS OFC,31110 COOPERATIVE WAY,RUSHFORD,MN,55971,7,7133,43.807714,-91.754595,40
FARMERS COOPERATIVE ELEVATOR,308 S ELM ST,RUSHFORD,MN,55971,12,24043,43.80772,-91.7542,10
MARINE CREDIT UNION,218 S MILL ST,RUSHFORD,MN,55971,6,1638,43.837699,-91.756208,20
GREENWAY COOPERATIVE,518 W 6TH ST,ST CHARLES,MN,55972,8,1907,43.97174,-92.07164,10
SOUTHEAST MUTUAL INSURANCE CO,101 W CIRCLE DR,ST CHARLES,MN,55972,5,930,43.97971,-92.07024,22
VERNON EDDA MUTUAL FIRE INS,306 WILLOW ST SW,SARGEANT,MN,55973,2,372,43.804017,-92.801738,22
WILMINGTON MUTUAL INSURANCE,107 MAPLE DR,SPRING GROVE,MN,55974,2,372,43.56138,-91.63592,22
